,survived,pclass,age,sibsp,parch,fare,sex_female,sex_male,embarked_C,embarked_Q,embarked_S,class_First,class_Second,class_Third,who_child,who_man,who_woman,adult_male_False,adult_male_True,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,alive_no,alive_yes,alone_False,alone_True
220,1,3,16.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
221,0,2,27.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
222,0,3,51.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
223,0,3,29.69911764705882,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
224,1,1,38.0,1,0,90.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
225,0,3,22.0,0,0,9.35,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
226,1,2,19.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
227,0,3,20.5,0,0,7.25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
228,0,2,18.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
229,0,3,29.69911764705882,3,1,25.4667,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
230,1,1,35.0,1,0,83.475,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
231,0,3,29.0,0,0,7.775,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
232,0,2,59.0,0,0,13.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
233,1,3,5.0,4,2,31.3875,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
234,0,2,24.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
235,0,3,29.69911764705882,0,0,7.55,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
236,0,2,44.0,1,0,26.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
237,1,2,8.0,0,2,26.25,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
238,0,2,19.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
239,0,2,33.0,0,0,12.275,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
240,0,3,29.69911764705882,1,0,14.4542,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0
241,1,3,29.69911764705882,1,0,15.5,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0
242,0,2,29.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
243,0,3,22.0,0,0,7.125,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
244,0,3,30.0,0,0,7.225,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
245,0,1,44.0,2,0,90.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0
246,0,3,25.0,0,0,7.775,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
247,1,2,24.0,0,2,14.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
248,1,1,37.0,1,1,52.5542,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
249,0,2,54.0,1,0,26.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
250,0,3,29.69911764705882,0,0,7.25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
251,0,3,29.0,1,1,10.4625,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
252,0,1,62.0,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
253,0,3,30.0,1,0,16.1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
254,0,3,41.0,0,2,20.2125,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
255,1,3,29.0,0,2,15.2458,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0
256,1,1,29.69911764705882,0,0,79.2,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
257,1,1,30.0,0,0,86.5,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
258,1,1,35.0,0,0,512.3292,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
259,1,2,50.0,0,1,26.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
260,0,3,29.69911764705882,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
261,1,3,3.0,4,2,31.3875,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
262,0,1,52.0,1,1,79.65,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
263,0,1,40.0,0,0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
264,0,3,29.69911764705882,0,0,7.75,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
265,0,2,36.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
266,0,3,16.0,4,1,39.6875,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
267,1,3,25.0,1,0,7.775,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0
268,1,1,58.0,0,1,153.4625,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
269,1,1,35.0,0,0,135.6333,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
270,0,1,29.69911764705882,0,0,31.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
271,1,3,25.0,0,0,0.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
272,1,2,41.0,0,1,19.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
273,0,1,37.0,0,1,29.7,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
274,1,3,29.69911764705882,0,0,7.75,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
275,1,1,63.0,1,0,77.9583,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
276,0,3,45.0,0,0,7.75,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
277,0,2,29.69911764705882,0,0,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
278,0,3,7.0,4,1,29.125,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
279,1,3,35.0,1,1,20.25,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
280,0,3,65.0,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
281,0,3,28.0,0,0,7.8542,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
282,0,3,16.0,0,0,9.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
283,1,3,19.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
284,0,1,29.69911764705882,0,0,26.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
285,0,3,33.0,0,0,8.6625,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
286,1,3,30.0,0,0,9.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
287,0,3,22.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
288,1,2,42.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
289,1,3,22.0,0,0,7.75,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
290,1,1,26.0,0,0,78.85,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
291,1,1,19.0,1,0,91.0792,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
292,0,2,36.0,0,0,12.875,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
293,0,3,24.0,0,0,8.85,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
294,0,3,24.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
295,0,1,29.69911764705882,0,0,27.7208,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
296,0,3,23.5,0,0,7.2292,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
297,0,1,2.0,1,2,151.55,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
298,1,1,29.69911764705882,0,0,30.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
299,1,1,50.0,0,1,247.5208,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
300,1,3,29.69911764705882,0,0,7.75,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
301,1,3,29.69911764705882,2,0,23.25,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
302,0,3,19.0,0,0,0.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
303,1,2,29.69911764705882,0,0,12.35,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1
304,0,3,29.69911764705882,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
305,1,1,0.92,1,2,151.55,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
306,1,1,29.69911764705882,0,0,110.8833,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
307,1,1,17.0,1,0,108.9,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
308,0,2,30.0,1,0,24.0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
309,1,1,30.0,0,0,56.9292,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
310,1,1,24.0,0,0,83.1583,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
311,1,1,18.0,2,2,262.375,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
312,0,2,26.0,1,1,26.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0
313,0,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
314,0,2,43.0,1,1,26.25,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
315,1,3,26.0,0,0,7.8542,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
316,1,2,24.0,1,0,26.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
317,0,2,54.0,0,0,14.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
318,1,1,31.0,0,2,164.8667,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
319,1,1,40.0,1,1,134.5,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
320,0,3,22.0,0,0,7.25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
321,0,3,27.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
322,1,2,30.0,0,0,12.35,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1
323,1,2,22.0,1,1,29.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
324,0,3,29.69911764705882,8,2,69.55,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
325,1,1,36.0,0,0,135.6333,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
326,0,3,61.0,0,0,6.2375,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
327,1,2,36.0,0,0,13.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
328,1,3,31.0,1,1,20.525,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
329,1,1,16.0,0,1,57.9792,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
330,1,3,29.69911764705882,2,0,23.25,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0
331,0,1,45.5,0,0,28.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
332,0,1,38.0,0,1,153.4625,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
333,0,3,16.0,2,0,18.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
334,1,1,29.69911764705882,1,0,133.65,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
335,0,3,29.69911764705882,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
336,0,1,29.0,1,0,66.6,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
337,1,1,41.0,0,0,134.5,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
338,1,3,45.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
339,0,1,45.0,0,0,35.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
340,1,2,2.0,1,1,26.0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
341,1,1,24.0,3,2,263.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
342,0,2,28.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
343,0,2,25.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
344,0,2,36.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
345,1,2,24.0,0,0,13.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
346,1,2,40.0,0,0,13.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
347,1,3,29.69911764705882,1,0,16.1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
348,1,3,3.0,1,1,15.9,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
349,0,3,42.0,0,0,8.6625,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
350,0,3,23.0,0,0,9.225,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
351,0,1,29.69911764705882,0,0,35.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
352,0,3,15.0,1,1,7.2292,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
353,0,3,25.0,1,0,17.8,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
354,0,3,29.69911764705882,0,0,7.225,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
355,0,3,28.0,0,0,9.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
356,1,1,22.0,0,1,55.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
357,0,2,38.0,0,0,13.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1
358,1,3,29.69911764705882,0,0,7.8792,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
359,1,3,29.69911764705882,0,0,7.8792,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
360,0,3,40.0,1,4,27.9,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
361,0,2,29.0,1,0,27.7208,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
362,0,3,45.0,0,1,14.4542,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0
363,0,3,35.0,0,0,7.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
364,0,3,29.69911764705882,1,0,15.5,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
365,0,3,30.0,0,0,7.25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
366,1,1,60.0,1,0,75.25,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
367,1,3,29.69911764705882,0,0,7.2292,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
368,1,3,29.69911764705882,0,0,7.75,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
369,1,1,24.0,0,0,69.3,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
370,1,1,25.0,1,0,55.4417,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
371,0,3,18.0,1,0,6.4958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
372,0,3,19.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
373,0,1,22.0,0,0,135.6333,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
374,0,3,3.0,3,1,21.075,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
375,1,1,29.69911764705882,1,0,82.1708,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
376,1,3,22.0,0,0,7.25,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
377,0,1,27.0,0,2,211.5,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
378,0,3,20.0,0,0,4.0125,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
379,0,3,19.0,0,0,7.775,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
380,1,1,42.0,0,0,227.525,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
381,1,3,1.0,0,2,15.7417,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
382,0,3,32.0,0,0,7.925,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
383,1,1,35.0,1,0,52.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
384,0,3,29.69911764705882,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
385,0,2,18.0,0,0,73.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
386,0,3,1.0,5,2,46.9,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
387,1,2,36.0,0,0,13.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
388,0,3,29.69911764705882,0,0,7.7292,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
389,1,2,17.0,0,0,12.0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
390,1,1,36.0,1,2,120.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
391,1,3,21.0,0,0,7.7958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
392,0,3,28.0,2,0,7.925,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
393,1,1,23.0,1,0,113.275,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
394,1,3,24.0,0,2,16.7,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
395,0,3,22.0,0,0,7.7958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
396,0,3,31.0,0,0,7.8542,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
397,0,2,46.0,0,0,26.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
398,0,2,23.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
399,1,2,28.0,0,0,12.65,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
400,1,3,39.0,0,0,7.925,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
401,0,3,26.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
402,0,3,21.0,1,0,9.825,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
403,0,3,28.0,1,0,15.85,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
404,0,3,20.0,0,0,8.6625,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
405,0,2,34.0,1,0,21.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
406,0,3,51.0,0,0,7.75,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
407,1,2,3.0,1,1,18.75,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
408,0,3,21.0,0,0,7.775,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
409,0,3,29.69911764705882,3,1,25.4667,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
410,0,3,29.69911764705882,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
411,0,3,29.69911764705882,0,0,6.8583,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
412,1,1,33.0,1,0,90.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0
413,0,2,29.69911764705882,0,0,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
414,1,3,44.0,0,0,7.925,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
415,0,3,29.69911764705882,0,0,8.05,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
416,1,2,34.0,1,1,32.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
417,1,2,18.0,0,2,13.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
418,0,2,30.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
419,0,3,10.0,0,2,24.15,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
420,0,3,29.69911764705882,0,0,7.8958,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
421,0,3,21.0,0,0,7.7333,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
422,0,3,29.0,0,0,7.875,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
423,0,3,28.0,1,1,14.4,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
424,0,3,18.0,1,1,20.2125,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
425,0,3,29.69911764705882,0,0,7.25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
426,1,2,28.0,1,0,26.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
427,1,2,19.0,0,0,26.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
428,0,3,29.69911764705882,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
429,1,3,32.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
430,1,1,28.0,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
431,1,3,29.69911764705882,1,0,16.1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
432,1,2,42.0,1,0,26.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
433,0,3,17.0,0,0,7.125,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
434,0,1,50.0,1,0,55.9,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
435,1,1,14.0,1,2,120.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
436,0,3,21.0,2,2,34.375,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
437,1,2,24.0,2,3,18.75,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
438,0,1,64.0,1,4,263.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
439,0,2,31.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
440,1,2,45.0,1,1,26.25,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
441,0,3,20.0,0,0,9.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
442,0,3,25.0,1,0,7.775,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
443,1,2,28.0,0,0,13.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
