,survived,pclass,age,sibsp,parch,fare,sex_female,sex_male,embarked_C,embarked_Q,embarked_S,class_First,class_Second,class_Third,who_child,who_man,who_woman,adult_male_False,adult_male_True,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,alive_no,alive_yes,alone_False,alone_True
444,1,3,29.69911764705882,0,0,8.1125,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
445,1,1,4.0,0,2,81.8583,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
446,1,2,13.0,0,1,19.5,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
447,1,1,34.0,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
448,1,3,5.0,2,1,19.2583,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
449,1,1,52.0,0,0,30.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
450,0,2,36.0,1,2,27.75,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
451,0,3,29.69911764705882,1,0,19.9667,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
452,0,1,30.0,0,0,27.75,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
453,1,1,49.0,1,0,89.1042,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
454,0,3,29.69911764705882,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
455,1,3,29.0,0,0,7.8958,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1
456,0,1,65.0,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
457,1,1,29.69911764705882,1,0,51.8625,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
458,1,2,50.0,0,0,10.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
459,0,3,29.69911764705882,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
460,1,1,48.0,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
461,0,3,34.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
462,0,1,47.0,0,0,38.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
463,0,2,48.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
464,0,3,29.69911764705882,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
465,0,3,38.0,0,0,7.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
466,0,2,29.69911764705882,0,0,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
467,0,1,56.0,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
468,0,3,29.69911764705882,0,0,7.725,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
469,1,3,0.75,2,1,19.2583,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
470,0,3,29.69911764705882,0,0,7.25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
471,0,3,38.0,0,0,8.6625,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
472,1,2,33.0,1,2,27.75,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
473,1,2,23.0,0,0,13.7917,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
474,0,3,22.0,0,0,9.8375,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
475,0,1,29.69911764705882,0,0,52.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
476,0,2,34.0,1,0,21.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
477,0,3,29.0,1,0,7.0458,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
478,0,3,22.0,0,0,7.5208,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
479,1,3,2.0,0,1,12.2875,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
480,0,3,9.0,5,2,46.9,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
481,0,2,29.69911764705882,0,0,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
482,0,3,50.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
483,1,3,63.0,0,0,9.5875,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
484,1,1,25.0,1,0,91.0792,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
485,0,3,29.69911764705882,3,1,25.4667,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
486,1,1,35.0,1,0,90.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
487,0,1,58.0,0,0,29.7,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
488,0,3,30.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
489,1,3,9.0,1,1,15.9,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
490,0,3,29.69911764705882,1,0,19.9667,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
491,0,3,21.0,0,0,7.25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
492,0,1,55.0,0,0,30.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
493,0,1,71.0,0,0,49.5042,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
494,0,3,21.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
495,0,3,29.69911764705882,0,0,14.4583,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
496,1,1,54.0,1,0,78.2667,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
497,0,3,29.69911764705882,0,0,15.1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
498,0,1,25.0,1,2,151.55,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0
499,0,3,24.0,0,0,7.7958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
500,0,3,17.0,0,0,8.6625,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
501,0,3,21.0,0,0,7.75,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
502,0,3,29.69911764705882,0,0,7.6292,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
503,0,3,37.0,0,0,9.5875,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
504,1,1,16.0,0,0,86.5,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
505,0,1,18.0,1,0,108.9,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
506,1,2,33.0,0,2,26.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
507,1,1,29.69911764705882,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
508,0,3,28.0,0,0,22.525,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
509,1,3,26.0,0,0,56.4958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
510,1,3,29.0,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
511,0,3,29.69911764705882,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
512,1,1,36.0,0,0,26.2875,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
513,1,1,54.0,1,0,59.4,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
514,0,3,24.0,0,0,7.4958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
515,0,1,47.0,0,0,34.0208,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
516,1,2,34.0,0,0,10.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
517,0,3,29.69911764705882,0,0,24.15,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
518,1,2,36.0,1,0,26.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
519,0,3,32.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
520,1,1,30.0,0,0,93.5,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
521,0,3,22.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
522,0,3,29.69911764705882,0,0,7.225,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
523,1,1,44.0,0,1,57.9792,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
524,0,3,29.69911764705882,0,0,7.2292,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
525,0,3,40.5,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
526,1,2,50.0,0,0,10.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
527,0,1,29.69911764705882,0,0,221.7792,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
528,0,3,39.0,0,0,7.925,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
529,0,2,23.0,2,1,11.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
530,1,2,2.0,1,1,26.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
531,0,3,29.69911764705882,0,0,7.2292,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
532,0,3,17.0,1,1,7.2292,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
533,1,3,29.69911764705882,0,2,22.3583,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0
534,0,3,30.0,0,0,8.6625,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
535,1,2,7.0,0,2,26.25,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
536,0,1,45.0,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
537,1,1,30.0,0,0,106.425,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
538,0,3,29.69911764705882,0,0,14.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
539,1,1,22.0,0,2,49.5,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
540,1,1,36.0,0,2,71.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
541,0,3,9.0,4,2,31.275,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
542,0,3,11.0,4,2,31.275,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
543,1,2,32.0,1,0,26.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
544,0,1,50.0,1,0,106.425,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
545,0,1,64.0,0,0,26.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
546,1,2,19.0,1,0,26.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
547,1,2,29.69911764705882,0,0,13.8625,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
548,0,3,33.0,1,1,20.525,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
549,1,2,8.0,1,1,36.75,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
550,1,1,17.0,0,2,110.8833,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
551,0,2,27.0,0,0,26.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
552,0,3,29.69911764705882,0,0,7.8292,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
553,1,3,22.0,0,0,7.225,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1
554,1,3,22.0,0,0,7.775,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
555,0,1,62.0,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
556,1,1,48.0,1,0,39.6,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
557,0,1,29.69911764705882,0,0,227.525,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
558,1,1,39.0,1,1,79.65,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
559,1,3,36.0,1,0,17.4,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
560,0,3,29.69911764705882,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
561,0,3,40.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
562,0,2,28.0,0,0,13.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
563,0,3,29.69911764705882,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
564,0,3,29.69911764705882,0,0,8.05,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
565,0,3,24.0,2,0,24.15,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
566,0,3,19.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
567,0,3,29.0,0,4,21.075,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
568,0,3,29.69911764705882,0,0,7.2292,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
569,1,3,32.0,0,0,7.8542,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
570,1,2,62.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
571,1,1,53.0,2,0,51.4792,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
572,1,1,36.0,0,0,26.3875,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
573,1,3,29.69911764705882,0,0,7.75,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
574,0,3,16.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
575,0,3,19.0,0,0,14.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
576,1,2,34.0,0,0,13.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
577,1,1,39.0,1,0,55.9,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
578,0,3,29.69911764705882,1,0,14.4583,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0
579,1,3,32.0,0,0,7.925,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
580,1,2,25.0,1,1,30.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
581,1,1,39.0,1,1,110.8833,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
582,0,2,54.0,0,0,26.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
583,0,1,36.0,0,0,40.125,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
584,0,3,29.69911764705882,0,0,8.7125,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
585,1,1,18.0,0,2,79.65,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
586,0,2,47.0,0,0,15.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
587,1,1,60.0,1,1,79.2,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
588,0,3,22.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
589,0,3,29.69911764705882,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
590,0,3,35.0,0,0,7.125,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
591,1,1,52.0,1,0,78.2667,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
592,0,3,47.0,0,0,7.25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
593,0,3,29.69911764705882,0,2,7.75,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
594,0,2,37.0,1,0,26.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
595,0,3,36.0,1,1,24.15,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
596,1,2,29.69911764705882,0,0,33.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
597,0,3,49.0,0,0,0.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
598,0,3,29.69911764705882,0,0,7.225,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
599,1,1,49.0,1,0,56.9292,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
600,1,2,24.0,2,1,27.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
601,0,3,29.69911764705882,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
602,0,1,29.69911764705882,0,0,42.4,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
603,0,3,44.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
604,1,1,35.0,0,0,26.55,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
605,0,3,36.0,1,0,15.55,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
606,0,3,30.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
607,1,1,27.0,0,0,30.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
608,1,2,22.0,1,2,41.5792,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0
609,1,1,40.0,0,0,153.4625,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
610,0,3,39.0,1,5,31.275,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
611,0,3,29.69911764705882,0,0,7.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
612,1,3,29.69911764705882,1,0,15.5,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0
613,0,3,29.69911764705882,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
614,0,3,35.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
615,1,2,24.0,1,2,65.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
616,0,3,34.0,1,1,14.4,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
617,0,3,26.0,1,0,16.1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
618,1,2,4.0,2,1,39.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
619,0,2,26.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
620,0,3,27.0,1,0,14.4542,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
621,1,1,42.0,1,0,52.5542,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
622,1,3,20.0,1,1,15.7417,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0
623,0,3,21.0,0,0,7.8542,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
624,0,3,21.0,0,0,16.1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
625,0,1,61.0,0,0,32.3208,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
626,0,2,57.0,0,0,12.35,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1
627,1,1,21.0,0,0,77.9583,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
628,0,3,26.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
629,0,3,29.69911764705882,0,0,7.7333,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
630,1,1,80.0,0,0,30.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
631,0,3,51.0,0,0,7.0542,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
632,1,1,32.0,0,0,30.5,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
633,0,1,29.69911764705882,0,0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
634,0,3,9.0,3,2,27.9,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
635,1,2,28.0,0,0,13.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
636,0,3,32.0,0,0,7.925,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
637,0,2,31.0,1,1,26.25,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
638,0,3,41.0,0,5,39.6875,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
639,0,3,29.69911764705882,1,0,16.1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
640,0,3,20.0,0,0,7.8542,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
641,1,1,24.0,0,0,69.3,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
642,0,3,2.0,3,2,27.9,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
643,1,3,29.69911764705882,0,0,56.4958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
644,1,3,0.75,2,1,19.2583,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
645,1,1,48.0,1,0,76.7292,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
646,0,3,19.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
647,1,1,56.0,0,0,35.5,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
648,0,3,29.69911764705882,0,0,7.55,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
649,1,3,23.0,0,0,7.55,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
650,0,3,29.69911764705882,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
651,1,2,18.0,0,1,23.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
652,0,3,21.0,0,0,8.4333,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
653,1,3,29.69911764705882,0,0,7.8292,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
654,0,3,18.0,0,0,6.75,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
655,0,2,24.0,2,0,73.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
656,0,3,29.69911764705882,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
657,0,3,32.0,1,1,15.5,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
658,0,2,23.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
659,0,1,58.0,0,2,113.275,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
660,1,1,50.0,2,0,133.65,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
661,0,3,40.0,0,0,7.225,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
662,0,1,47.0,0,0,25.5875,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
663,0,3,36.0,0,0,7.4958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
664,1,3,20.0,1,0,7.925,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0
665,0,2,32.0,2,0,73.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
