,survived,pclass,age,sibsp,parch,fare,sex_female,sex_male,embarked_C,embarked_Q,embarked_S,class_First,class_Second,class_Third,who_child,who_man,who_woman,adult_male_False,adult_male_True,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,alive_no,alive_yes,alone_False,alone_True
666,0,2,25.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
667,0,3,29.69911764705882,0,0,7.775,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
668,0,3,43.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
669,1,1,29.69911764705882,1,0,52.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
670,1,2,40.0,1,1,39.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
671,0,1,31.0,1,0,52.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
672,0,2,70.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
673,1,2,31.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
674,0,2,29.69911764705882,0,0,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
675,0,3,18.0,0,0,7.775,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
676,0,3,24.5,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
677,1,3,18.0,0,0,9.8417,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
678,0,3,43.0,1,6,46.9,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
679,1,1,36.0,0,1,512.3292,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0
680,0,3,29.69911764705882,0,0,8.1375,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
681,1,1,27.0,0,0,76.7292,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
682,0,3,20.0,0,0,9.225,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
683,0,3,14.0,5,2,46.9,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
684,0,2,60.0,1,1,39.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
685,0,2,25.0,1,2,41.5792,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
686,0,3,14.0,4,1,39.6875,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
687,0,3,19.0,0,0,10.1708,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
688,0,3,18.0,0,0,7.7958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
689,1,1,15.0,0,1,211.3375,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
690,1,1,31.0,1,0,57.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
691,1,3,4.0,0,1,13.4167,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
692,1,3,29.69911764705882,0,0,56.4958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
693,0,3,25.0,0,0,7.225,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
694,0,1,60.0,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
695,0,2,52.0,0,0,13.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
696,0,3,44.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
697,1,3,29.69911764705882,0,0,7.7333,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
698,0,1,49.0,1,1,110.8833,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
699,0,3,42.0,0,0,7.65,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
700,1,1,18.0,1,0,227.525,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
701,1,1,35.0,0,0,26.2875,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
702,0,3,18.0,0,1,14.4542,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0
703,0,3,25.0,0,0,7.7417,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
704,0,3,26.0,1,0,7.8542,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
705,0,2,39.0,0,0,26.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
706,1,2,45.0,0,0,13.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
707,1,1,42.0,0,0,26.2875,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
708,1,1,22.0,0,0,151.55,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
709,1,3,29.69911764705882,1,1,15.2458,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0
710,1,1,24.0,0,0,49.5042,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
711,0,1,29.69911764705882,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
712,1,1,48.0,1,0,52.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
713,0,3,29.0,0,0,9.4833,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
714,0,2,52.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
715,0,3,19.0,0,0,7.65,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
716,1,1,38.0,0,0,227.525,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
717,1,2,27.0,0,0,10.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
718,0,3,29.69911764705882,0,0,15.5,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
719,0,3,33.0,0,0,7.775,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
720,1,2,6.0,0,1,33.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
721,0,3,17.0,1,0,7.0542,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
722,0,2,34.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
723,0,2,50.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
724,1,1,27.0,1,0,53.1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
725,0,3,20.0,0,0,8.6625,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
726,1,2,30.0,3,0,21.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
727,1,3,29.69911764705882,0,0,7.7375,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
728,0,2,25.0,1,0,26.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
729,0,3,25.0,1,0,7.925,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
730,1,1,29.0,0,0,211.3375,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
731,0,3,11.0,0,0,18.7875,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
732,0,2,29.69911764705882,0,0,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
733,0,2,23.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
734,0,2,23.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
735,0,3,28.5,0,0,16.1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
736,0,3,48.0,1,3,34.375,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
737,1,1,35.0,0,0,512.3292,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
738,0,3,29.69911764705882,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
739,0,3,29.69911764705882,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
740,1,1,29.69911764705882,0,0,30.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
741,0,1,36.0,1,0,78.85,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
742,1,1,21.0,2,2,262.375,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
743,0,3,24.0,1,0,16.1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
744,1,3,31.0,0,0,7.925,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
745,0,1,70.0,1,1,71.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
746,0,3,16.0,1,1,20.25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
747,1,2,30.0,0,0,13.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
748,0,1,19.0,1,0,53.1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
749,0,3,31.0,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
750,1,2,4.0,1,1,23.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
751,1,3,6.0,0,1,12.475,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
752,0,3,33.0,0,0,9.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
753,0,3,23.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
754,1,2,48.0,1,2,65.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
755,1,2,0.67,1,1,14.5,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
756,0,3,28.0,0,0,7.7958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
757,0,2,18.0,0,0,11.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
758,0,3,34.0,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
759,1,1,33.0,0,0,86.5,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
760,0,3,29.69911764705882,0,0,14.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
761,0,3,41.0,0,0,7.125,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
762,1,3,20.0,0,0,7.2292,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1
763,1,1,36.0,1,2,120.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
764,0,3,16.0,0,0,7.775,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
765,1,1,51.0,1,0,77.9583,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
766,0,1,29.69911764705882,0,0,39.6,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
767,0,3,30.5,0,0,7.75,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
768,0,3,29.69911764705882,1,0,24.15,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
769,0,3,32.0,0,0,8.3625,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
770,0,3,24.0,0,0,9.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
771,0,3,48.0,0,0,7.8542,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
772,0,2,57.0,0,0,10.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1
773,0,3,29.69911764705882,0,0,7.225,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
774,1,2,54.0,1,3,23.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
775,0,3,18.0,0,0,7.75,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
776,0,3,29.69911764705882,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
777,1,3,5.0,0,0,12.475,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1
778,0,3,29.69911764705882,0,0,7.7375,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
779,1,1,43.0,0,1,211.3375,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
780,1,3,13.0,0,0,7.2292,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
781,1,1,17.0,1,0,57.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
782,0,1,29.0,0,0,30.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
783,0,3,29.69911764705882,1,2,23.45,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
784,0,3,25.0,0,0,7.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
785,0,3,25.0,0,0,7.25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
786,1,3,18.0,0,0,7.4958,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
787,0,3,8.0,4,1,29.125,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
788,1,3,1.0,1,2,20.575,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
789,0,1,46.0,0,0,79.2,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
790,0,3,29.69911764705882,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
791,0,2,16.0,0,0,26.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
792,0,3,29.69911764705882,8,2,69.55,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
793,0,1,29.69911764705882,0,0,30.6958,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
794,0,3,25.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
795,0,2,39.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
796,1,1,49.0,0,0,25.9292,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
797,1,3,31.0,0,0,8.6833,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
798,0,3,30.0,0,0,7.2292,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
799,0,3,30.0,1,1,24.15,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
800,0,2,34.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
801,1,2,31.0,1,1,26.25,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
802,1,1,11.0,1,2,120.0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
803,1,3,0.42,0,1,8.5167,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
804,1,3,27.0,0,0,6.975,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
805,0,3,31.0,0,0,7.775,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
806,0,1,39.0,0,0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
807,0,3,18.0,0,0,7.775,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
808,0,2,39.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
809,1,1,33.0,1,0,53.1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
810,0,3,26.0,0,0,7.8875,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
811,0,3,39.0,0,0,24.15,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
812,0,2,35.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
813,0,3,6.0,4,2,31.275,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
814,0,3,30.5,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
815,0,1,29.69911764705882,0,0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
816,0,3,23.0,0,0,7.925,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
817,0,2,31.0,1,1,37.0042,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
818,0,3,43.0,0,0,6.45,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
819,0,3,10.0,3,2,27.9,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
820,1,1,52.0,1,1,93.5,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
821,1,3,27.0,0,0,8.6625,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
822,0,1,38.0,0,0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
823,1,3,27.0,0,1,12.475,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
824,0,3,2.0,4,1,39.6875,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
825,0,3,29.69911764705882,0,0,6.95,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
826,0,3,29.69911764705882,0,0,56.4958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
827,1,2,1.0,0,2,37.0042,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
828,1,3,29.69911764705882,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
829,1,1,62.0,0,0,80.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
830,1,3,15.0,1,0,14.4542,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
831,1,2,0.83,1,1,18.75,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
832,0,3,29.69911764705882,0,0,7.2292,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
833,0,3,23.0,0,0,7.8542,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
834,0,3,18.0,0,0,8.3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
835,1,1,39.0,1,1,83.1583,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
836,0,3,21.0,0,0,8.6625,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
837,0,3,29.69911764705882,0,0,8.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
838,1,3,32.0,0,0,56.4958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
839,1,1,29.69911764705882,0,0,29.7,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
840,0,3,20.0,0,0,7.925,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
841,0,2,16.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
842,1,1,30.0,0,0,31.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
843,0,3,34.5,0,0,6.4375,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
844,0,3,17.0,0,0,8.6625,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
845,0,3,42.0,0,0,7.55,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
846,0,3,29.69911764705882,8,2,69.55,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
847,0,3,35.0,0,0,7.8958,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
848,0,2,28.0,0,1,33.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
849,1,1,29.69911764705882,1,0,89.1042,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
850,0,3,4.0,4,2,31.275,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
851,0,3,74.0,0,0,7.775,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
852,0,3,9.0,1,1,15.2458,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
853,1,1,16.0,0,1,39.4,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
854,0,2,44.0,1,0,26.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0
855,1,3,18.0,0,1,9.35,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
856,1,1,45.0,1,1,164.8667,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
857,1,1,51.0,0,0,26.55,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
858,1,3,24.0,0,3,19.2583,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0
859,0,3,29.69911764705882,0,0,7.2292,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
860,0,3,41.0,2,0,14.1083,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
861,0,2,21.0,1,0,11.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
862,1,1,48.0,0,0,25.9292,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
863,0,3,29.69911764705882,8,2,69.55,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
864,0,2,24.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
865,1,2,42.0,0,0,13.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
866,1,2,27.0,1,0,13.8583,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0
867,0,1,31.0,0,0,50.4958,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
868,0,3,29.69911764705882,0,0,9.5,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
869,1,3,4.0,1,1,11.1333,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
870,0,3,26.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
871,1,1,47.0,1,1,52.5542,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
872,0,1,33.0,0,0,5.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
873,0,3,47.0,0,0,9.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
874,1,2,28.0,1,0,24.0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0
875,1,3,15.0,0,0,7.225,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
876,0,3,20.0,0,0,9.8458,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
877,0,3,19.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
878,0,3,29.69911764705882,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
879,1,1,56.0,0,1,83.1583,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
880,1,2,25.0,0,1,26.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
881,0,3,33.0,0,0,7.8958,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
882,0,3,22.0,0,0,10.5167,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
883,0,2,28.0,0,0,10.5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
884,0,3,25.0,0,0,7.05,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
885,0,3,39.0,0,5,29.125,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
886,0,2,27.0,0,0,13.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
887,1,1,19.0,0,0,30.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
888,0,3,29.69911764705882,1,2,23.45,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
889,1,1,26.0,0,0,30.0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
890,0,3,32.0,0,0,7.75,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
